recipe_name,multiplier
methyl-acrylate,1.722180050978499e-05
reduction-chromium,1.717949794378524e-05
carbon-black,1.688430447022468e-05
diamond-rejects-recrushing,1.6766201339828058e-05
sodium-bisulfate,1.6188038619511172e-05
ammonium-chloride-2,1.4581622816315038e-05
metallic-core,1.4432874374283362e-05
bio-scafold,1.4328682669641856e-05
anabolic-rna,1.4249593490603693e-05
pcb3,1.4047022331540637e-05
cooling-system,1.4015641022849157e-05
grod-seeds-heavy-water,1.3960643045864785e-05
alien-sample-02,1.3363202719352309e-05
shaft-mk01,1.3235080437573107e-05
reduction-copper,1.2945568425831394e-05
coal-fines,1.2896455152538902e-05
liquid-nitrogen,1.2809610062020431e-05
uranium-washing-2,1.2787621229209038e-05
high-chromite,1.2759934952986321e-05
lead-container,1.2742595904856243e-05
high-grade-nickel,1.2713226417641838e-05
cytostatics,1.2572206327490704e-05
pcb2,1.239385293500601e-05
buffer-solution,1.1950042441251848e-05
reduction-titanium,1.1734830308424986e-05
powdered-ti,1.1647067251758784e-05
thickened-coal-fines,1.1618378089595813e-05
slz-pulp-01,1.1615657831438243e-05
magnetic-beads,1.1475730844094642e-05
pacifastin,1.1402047524524279e-05
processed-fatty-acids,1.1381441524297939e-05
tar-distilation,1.126498487267764e-05
vpulp2,1.1260041244474957e-05
p2s5,1.1228376256086986e-05
bio-container,1.0736455255720753e-05
ralesia-1-hydrogen-burn,9.949508187932427e-06
fuel-cell-dissolve,9.791942097087332e-06
dna-polymerase,8.898063386989788e-06
lens,8.85771437251112e-06
lab-instrument,8.684016160327374e-06
nickel-pulp-03,8.620077401636545e-06
enediyne,8.583707817174046e-06
adam42-gen,8.306162456874628e-06
molten-glass,8.117297237230142e-06
sl-02,7.872068681259488e-06
utility-box-mk01,7.741291527554542e-06
ferrite,7.396106684742649e-06
polishing-wheel,7.349799052265821e-06
honey-comb,7.339877902384093e-06
volumetric-capacitor,7.3195781296778076e-06
reduction-nickel,7.143660051558528e-06
plasmids,7.130063073711194e-06
reduction-lead,7.112139013476912e-06
raw-gas,7.052455657991311e-06
pressured-hydrogen,7.005306979336476e-06
z3-reagent,6.8423399340870554e-06
tinned-cable,6.829084930608498e-06
sodium-alginate,6.8235852347933105e-06
agzn-alloy,6.572452734266676e-06
fines-pulp,6.4236487185005386e-06
copper-coating,6.201149870316389e-06
sponge-iron,6.184081315811452e-06
aromaticsolefin,6.1584188631786195e-06
bio-sample01,6.158417137299447e-06
diamagnetic-material,5.804513551254289e-06
nanocarrier,5.627661270499496e-06
tpa,5.614846149041566e-06
polybutadiene,5.391152514205913e-06
high-flux-core,5.256383144082783e-06
vrauks-cocoon-1-no-water,4.994637934375096e-06
ammonium-sulfate,4.6768673332470855e-06
stannous-chloride,4.533966870226375e-06
vitreloy,4.4115661582565905e-06
gta,4.400063232015494e-06
slz-pulp-02,4.265831690858259e-06
mmp,4.24379155434806e-06
sc-unit,4.010937526646829e-06
soot-to-gold,3.9607572007535205e-06
sl-concentrate,3.9583040648854884e-06
electric-engine-unit,3.9244158880914255e-06
zinc-finger-proteins,3.637287855635551e-06
art-vonix,3.5254583415686953e-06
cresylic-acid,3.5095876038619465e-06
brake-mk01,3.496270941085567e-06
aerofloat-15,3.4289052391940056e-06
chromite-mix,3.3122213446773275e-06
nbti-alloy,3.2708636464968665e-06
biofilm-pyht,3.1635596599550385e-06
alamac,3.0498802409212467e-06
milfe,3.023062371394172e-06
glass-fiber,2.954789608760093e-06
pipe,2.9508864911618233e-06
soot-to-silver,2.9351603093704374e-06
guar-seeds,2.8461784902532985e-06
cbp,2.741877327164952e-06
superconductor,2.6298009668179163e-06
glass-core,2.6290443649766033e-06
rhodamine-b,2.6145270436259816e-06
crushing-quartz,2.5489944823072504e-06
tailings-dust,2.410827412527152e-06
diode-core,2.255618863056112e-06
primers,2.216486268522464e-06
nbfe-alloy,2.143107144041686e-06
mpa,2.0741351572256967e-06
moss-gen,2.040660478056167e-06
fecr-alloy,2.0351799014663897e-06
silicate-solution,1.942444651725346e-06
gh,1.93290327678254e-06
inductor1,1.7785000500533285e-06
small-parts-02,1.6656524251954225e-06
cyanoacetate,1.6516778813534162e-06
sand-casting,1.6347977926907018e-06
casein-melamine,1.5689074700645324e-06
capacitor-termination,1.4930657496781463e-06
soot-separation,1.3433131388490956e-06
advanced-circuit,1.3423542762145623e-06
boron-trioxide,1.245772140002925e-06
high-tin-mix,1.1885152040537087e-06
pcb3-2,1.177312167583195e-06
chitosan,1.1763760662962393e-06
alien-sample-03,1.0275111120578468e-06
soil-separation-2,1.0134262162985576e-06
stator,8.962290600485436e-07
bmp,8.936800865433224e-07
cdna,8.767618975993786e-07
zymogens,8.521309359296538e-07
graphene-sheet,8.371748820316253e-07
recombinant-ery,8.1797203678905e-07
serine,6.013812434409779e-07
microcin-j25,5.952932563576413e-07
tuuphra-super-1,5.868680716402953e-07
ndfeb-alloy,5.370576658416448e-07
manure-bacteria,5.284650880802496e-07
coil-core,5.012109429170783e-07
tar-quenching,4.6717612290012666e-07
quartz-tube,4.502209486480214e-07
enzyme-pks,4.2270190312520853e-07
art-cottongut,4.1767914323944905e-07
engine-unit,3.9933846556795615e-07
iron-nanoparticles,3.648439309649874e-07
mechanical-parts-01,2.8701069227606127e-07
propeptides,2.759511156876786e-07
controler-mk01,2.6732469102646333e-07
yotoi-fruit-super-1,2.5452640450037674e-07
iron-chest,2.541772264819634e-07
antitumor,1.3698225277185273e-07
burner-inserter,1.1210414536146547e-07
